Indicator Name,Indicator Code,Country Name,Country Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Low income,LIC,38.04580253,37.60976755,37.53381072,37.06890836,37.11956024,36.52712977,36.55715793,35.47739744,35.43721412,33.82242903,33.28797253,31.98204517,31.3254501,30.26931099,28.04273717,27.3048007,26.51279744,25.71290253,26.38016711,24.66523618
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Lower middle income,LMC,25.98737803,25.43356908,24.98277952,24.68122758,23.53326143,23.63641511,22.13656415,22.30506274,21.59519146,20.09576977,19.90285062,19.67685708,19.29270804,18.42342618,17.77794845,17.18296958,17.08568133,16.51920406,17.20286048,16.96645479
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Luxembourg,LUX,1.045901212,1.097794527,1.054298902,0.982047489,1.028146046,0.912528429,0.82843363,0.880161192,0.805506162,0.684387007,0.673309328,0.666598583,0.608987188,0.585136791,0.445086321,0.38672822,0.399027426,0.337716643,0.283677454,0.29348052
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,"Macao SAR, China",MAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,"Macedonia, FYR",MKD,13.63873213,17.06034555,11.82088202,13.26364719,13.2125954,13.24514152,12.7756773,13.24111032,12.89501233,12.04489599,11.75895098,12.36596879,12.91342295,12.76379689,12.32481746,12.13445086,10.56182571,11.56563907,11.18899978,11.27022469
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Madagascar,MDG,29.67744331,29.10189471,28.70655944,23.8141109,26.68614373,27.19903115,31.54900669,30.57605585,30.02559888,29.20998685,27.89273834,31.67835872,29.20142869,28.7998927,28.29332681,27.48351862,25.68786084,24.80647001,29.11048411,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Malawi,MWI,43.72187604,38.81648458,48.90420111,25.07651195,30.39802867,34.69009898,32.58981621,35.58186035,37.84101417,39.53955418,38.78214101,36.73926541,35.73722875,34.63306716,32.63406398,31.16984805,30.30488491,30.11037881,30.52667918,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Malaysia,MYS,14.35580948,14.57241185,13.78743556,13.66110679,12.94949547,11.68038834,11.10168758,13.31224426,10.84238819,8.599021888,8.010970591,8.985081404,9.306085216,9.271002093,8.393974895,8.779978976,10.11542733,10.18368734,9.51910026,10.62706161
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Maldives,MDV,,,,,11.46382002,10.73674271,9.851297502,9.54817464,9.195231491,8.760953161,9.519529584,10.12469969,9.583788983,8.927841005,9.944876824,8.776891544,4.339465721,3.770732709,3.764191746,3.14233281
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Mali,MLI,45.1203679,46.14419707,44.45405055,46.44539665,49.53778194,51.84897817,44.5004988,46.46933791,46.51347091,41.56936179,37.79660066,35.03253796,38.79123094,36.36816387,36.57742402,36.91370176,36.54104686,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Malta,MLT,3.299991863,3.049869538,3.008192909,2.802076325,2.864315874,2.940964723,2.824916864,2.869168487,2.684812867,2.346099291,2.764588543,2.778892188,2.888263686,2.725880551,2.634428004,2.677284273,2.387441634,1.831565525,2.048431761,1.918756675
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Mauritania,MRT,37.51582317,37.46795156,38.0004307,36.94554456,37.42555442,36.23662907,33.378742,33.60203649,36.07324288,36.6765304,35.78586065,35.13362996,37.06887975,35.52540458,30.51723945,22.93542254,25.57429647,18.88178609,20.16304507,17.14623689
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Mauritius,MUS,11.70207518,11.62642012,10.64608244,9.937810565,10.37815282,10.18870875,9.426325417,9.257111144,6.098653426,6.965765276,7.31351658,6.288286798,6.281948603,6.449006474,6.037072189,5.565796773,4.480466392,4.089391678,3.899591639,3.645972436
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Mexico,MEX,7.524527922,6.683986175,6.293906593,5.969042529,5.665699065,6.261904063,5.698636836,5.266972276,4.737478658,4.168293097,4.153427911,3.944896448,3.98939796,3.854046366,3.72232432,3.666523289,3.642019206,3.648037988,3.950308303,3.91112412
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Middle East & North Africa (all income levels),MEA,11.12115199,10.95710517,10.37309266,10.37100296,10.49014873,10.3901473,9.642377485,10.9445685,9.907970681,8.812749905,9.163814263,8.849674552,8.661256926,8.415703591,7.763470151,7.659600189,7.354180503,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Middle East & North Africa (developing only),MNA,17.80181147,17.40888616,16.04285964,15.63700566,15.98102561,15.84941937,13.80269746,15.6635411,14.07724075,12.56071798,13.04606483,12.28848003,12.24677571,11.89426913,10.9237539,10.93477189,10.53431948,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Middle income,MIC,16.68884517,15.45193407,14.62558671,14.76537906,14.05450991,13.95646593,13.15228097,13.00896387,12.33806001,11.38863154,11.22120634,11.4491356,11.27322563,10.91650559,10.13130663,9.627971579,9.552297818,9.500439785,9.494462736,9.45057736
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Moldova,MDA,42.73504274,50.93273036,32.53618752,29.21449793,33.02171015,31.39659271,30.20600975,31.76186036,27.87354754,29.0293824,25.96192571,24.08240094,21.51933201,20.47193218,19.53082382,17.3782666,12.0098031,10.70820139,10.10450904,14.32840805
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Monaco,MCO,,,,,,,,,,,,,,,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Mongolia,MNG,13.10414526,27.19231952,27.85179291,29.28567983,34.36384,40.98308157,34.72669845,35.09476751,34.7649789,30.87545764,26.35049338,21.49947726,20.76199594,22.60746796,22.058959,19.61759812,20.45809624,21.41278009,19.62670338,16.22147525
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Montenegro,MNE,,,,,,,,,,12.45553221,11.94860675,12.1942253,11.60590957,10.87958827,10.45709624,10.16626168,9.108359273,9.307104279,9.982095386,9.194596398
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Morocco,MAR,20.71621213,16.10415978,15.38228415,19.08599764,15.08570995,19.59844282,15.79928398,20.22331123,17.46140701,14.94414646,16.55065514,16.53743832,17.29180164,16.31842176,14.67752281,16.89011252,13.73079735,14.63610659,16.38962761,15.37879019
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Mozambique,MOZ,39.14282593,34.51173973,38.26789423,33.25365244,34.79753003,35.22373611,34.85253462,30.84485763,28.5648423,24.00979571,22.50525196,27.82137658,28.036516,27.41312791,26.96016103,27.85984794,27.70962126,30.47388821,31.45570396,31.85200415
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Myanmar,MMR,58.82595727,60.50722008,63.00911938,62.96114783,59.98554725,60.08926993,58.92502874,59.05007902,59.9129351,57.23865363,57.06918358,54.52831916,50.62055699,48.35192565,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Namibia,NAM,12.437731,9.272349272,9.468877674,12.76245767,12.11447871,11.9349545,10.89632107,10.97247925,11.36525698,11.82399611,10.51380314,10.94439814,10.94028392,9.740408913,11.32748801,10.46798276,9.36166507,9.329279878,9.35247787,7.502314204
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Nepal,NPL,47.21452387,44.86481201,42.22797927,43.06739417,41.75849381,41.50503735,41.43227669,39.90571191,41.29172126,40.81953519,37.64258831,38.589953,37.53912996,37.1730321,36.34885184,34.64208222,33.56069831,32.7293888,34.03446623,36.52847708
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Netherlands,NLD,4.251484622,3.987571838,3.51739115,3.559802027,3.477507019,3.288990139,3.456656412,2.97012286,2.666589223,2.643171806,2.559890934,2.324711493,2.346351374,2.151421234,2.090174536,2.202450043,2.077809514,1.810922707,1.72798479,1.959800046
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,New Caledonia,NCL,3.618932215,3.619411403,3.70268401,3.876145873,3.547264747,3.483644496,3.67491288,,,,,,,,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,New Zealand,NZL,7.848039192,7.671632191,8.32688646,7.449992887,7.365917173,7.364154555,6.968064525,6.751033052,7.146566417,8.78009092,9.116026535,6.829683159,6.700610246,6.33166804,5.40291681,5.635167155,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Nicaragua,NIC,,,,22.12766433,23.4022364,24.98564135,23.66702649,22.85097869,20.04841013,20.89005615,19.52790004,19.14709733,18.32886402,18.73934211,18.98825838,19.19856992,18.2833263,20.16513199,19.89289584,20.77145342
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Niger,NER,39.16308056,38.75356809,38.47354907,40.79962981,40.18960344,38.93400144,38.86856863,42.62248374,40.72911408,37.83973758,40.00701262,39.56901111,39.64724409,,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Nigeria,NGA,,,,,,,,,,,,48.56594011,42.70727003,34.21028658,32.75542173,31.99766576,32.71415892,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,North America,NAC,1.949266595,2.00431585,1.923726462,1.893669639,1.691520274,1.88267671,1.738130589,1.382234592,1.301281793,1.260834777,1.249415936,1.084631865,1.255406681,1.397985466,1.252895797,1.082690354,1.165956531,1.264528392,1.1033369,1.180539674
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Norway,NOR,3.345698377,3.037031028,3.033801797,3.051423815,3.051810142,2.625410535,2.429655893,2.674281782,2.408968232,2.096535991,1.818440948,1.747680079,1.540111814,1.610322547,1.52224435,1.487627479,1.34005475,1.191112,1.240337973,1.61126574
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,OECD members,OED,2.728413094,2.665313916,2.547271883,2.535781815,2.39932114,2.47491723,2.303338867,2.096772513,1.985486223,1.900802356,1.864358434,1.753451217,1.74707016,1.790161966,1.599653368,1.478544725,1.492252423,1.500784351,1.417960339,1.439739146
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Oman,OMN,2.632544487,2.335052945,2.396119575,2.53256296,2.775527121,2.504128149,2.619262662,2.82874673,2.632209777,1.955160224,2.051148392,2.113615434,1.99082458,1.860882682,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Pakistan,PAK,25.77451802,26.34670757,24.99402035,25.55021362,26.13875669,25.48283815,26.70256627,27.31006367,27.03159386,25.92936031,24.09488168,23.35388324,23.36270554,22.18350653,21.46540471,20.35645043,20.46411342,20.33123945,21.56421448,21.177598
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Palau,PLW,,18.52372925,10.64723939,8.279579071,5.855409623,3.928788374,3.022283623,2.985463677,4.063229844,3.917600533,3.868702513,3.349306602,3.376486478,3.27806827,3.483050082,3.486559546,3.497928242,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Panama,PAN,9.255898367,8.37809308,8.051582919,7.891021072,7.918578811,7.471740682,7.300174797,7.448590714,6.980267465,7.236330715,7.729637918,7.543067839,7.75021885,8.032004423,6.979178945,6.526252968,5.950865062,5.437832698,5.050914863,4.033691158
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Papua New Guinea,PNG,27.51277683,25.66362891,28.72035277,33.86565752,35.48846193,33.30803191,36.96604763,35.47507893,36.14816408,35.77192679,36.26714516,39.95163939,40.05736153,37.7963236,38.61126772,35.87296573,36.00582916,33.60725505,35.89017474,35.79184164
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Paraguay,PRY,26.55991499,24.49897624,24.51362192,20.59791552,20.72224081,20.55768552,18.45172384,17.58659953,17.58146417,17.01500838,16.27795567,17.53195882,20.18684589,21.69971491,21.13138747,20.20278497,22.00143881,23.58751994,19.24144041,22.27841672
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Peru,PER,8.446727999,8.501192123,9.027230786,9.216333472,8.775698532,9.205465917,8.655276343,8.97755485,8.756236054,8.499160947,8.249249556,7.845658276,7.631926519,7.288555422,7.206778881,6.952271804,7.006707324,7.369955612,7.534178801,8.487908006
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Philippines,PHL,20.98282788,21.820875,21.60429229,22.00365992,21.6268414,20.61782145,18.87233218,14.75983601,15.21112017,13.96678221,13.20227225,13.14558732,12.70429548,13.30543689,12.66480278,12.36913455,12.4967356,13.24346023,13.08068275,12.31432783
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Poland,POL,6.645409637,8.275546454,8.41132849,7.943225265,8.006525505,7.54644869,6.61833222,5.950719724,5.227642762,4.957839039,5.100143113,4.517027656,4.392918989,5.104269988,4.528879906,4.288112167,4.327878598,3.734786955,3.651279938,3.53731105
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Portugal,PRT,8.039077034,6.643547668,6.336978837,5.943376345,5.565116574,5.335283815,4.481385223,4.174661571,3.864692252,3.647196247,3.461691093,3.226145174,3.154716186,3.093319749,2.788346038,2.763564662,2.450810074,2.407990827,2.438145245,2.434275101
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Puerto Rico,PRI,1.391581726,1.212807245,1.113954906,0.930195059,0.746651649,0.828613522,0.967065806,0.807411845,0.580729932,0.85751145,0.587746602,0.533579255,0.563146655,0.635460095,0.602908341,0.598493457,0.486657611,0.56011671,0.531448965,0.574690553
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Qatar,QAT,,,,,,,,,,,,,,,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Romania,ROM,20.12873875,19.40593725,22.63701941,21.53773255,21.42585789,20.56783235,19.55728411,16.21875496,15.15275142,12.51389704,14.97637235,12.76191298,13.02677633,14.33341,10.13688017,10.50657922,8.776638255,7.139933994,7.157517646,7.143339125
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Russian Federation,RUS,14.29419612,7.39353834,8.311089518,6.629480554,7.160512321,7.172466456,6.4393762,5.616002678,7.31454382,6.434521622,6.588680759,6.298758953,6.255228895,5.620174873,4.966573435,4.523400386,4.410792238,4.403474027,4.682701244,4.042329269
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Rwanda,RWA,32.13270695,33.23761506,33.73489259,49.7587461,44.00044948,47.18929221,45.96095226,45.51746118,41.93518491,37.1867109,37.33603682,35.49448563,37.00704839,38.56196076,38.3884309,38.43487533,35.66098231,32.3858532,33.91234125,32.22122951
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Samoa,WSM,,,,23.01044264,18.52495339,18.89667537,21.00868425,19.1877217,17.11772118,16.84075851,14.88813631,14.56343904,12.42972606,13.31680171,13.23569044,12.16277061,12.18202299,11.73124023,11.95012536,9.77446305
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,San Marino,SMR,,,,,,,,,,,,,,,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Sao Tome and Principe,STP,,,,,,,,,,,19.68136483,19.94051711,21.05125398,22.55266612,16.80607369,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Saudi Arabia,SAU,5.469520416,5.639042746,6.107005771,6.188389215,5.92272975,5.44428442,5.405388152,6.201614348,5.706366869,4.949077135,5.203002474,5.105739895,4.530428212,3.961242944,3.237181927,2.9480054,2.783500581,2.303063081,2.932111001,2.485462623
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Senegal,SEN,20.27635111,18.61881818,20.58542111,18.98113294,21.00893634,19.91699031,19.7673128,19.36759338,18.97548907,19.14190174,18.51394099,15.52780009,17.55172467,15.86329573,16.66096779,14.77822544,13.38326176,15.56599508,17.23211634,17.40035229
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Serbia,SRB,,,,,,,,,,19.92699154,19.83341605,15.24222717,13.30494595,13.81347993,12.05448258,11.25316078,10.33671591,10.64905703,9.64545713,9.047256851
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Seychelles,SYC,4.777536488,3.82676031,4.174132595,4.131088883,4.173208826,3.895688345,3.491659599,2.630181489,3.10068203,3,3,3,3,3,2.364226951,2.279509784,2.143120164,2.016223164,1.826580865,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Sierra Leone,SLE,38.8230222,37.93009013,43.05055698,39.38514054,42.89242734,47.46503158,58.649199,61.80191467,61.96860665,58.36216095,47.07466902,47.80452931,46.72856945,44.90586947,51.56660647,51.08807171,49.86088903,50.20640214,52.3064956,48.96579772
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Singapore,SGP,0.263827508,0.20887287,0.184488029,0.186902989,0.156515206,0.161410104,0.143199644,0.117786415,0.12062378,0.100431392,0.090124826,0.073533479,0.063905445,0.057525242,0.054198448,0.047810418,0.044424876,0.042429314,0.041394769,0.034911062
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Slovak Republic,SVK,5.692837035,5.326512111,6.099369046,6.674190143,5.906399333,5.512950633,5.298645732,5.373365074,4.743961212,4.474773304,4.678874854,5.060517079,4.520485264,4.073454374,3.650293483,3.585429684,4.062297444,4.213846849,3.94573344,3.861012407
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Slovenia,SVN,5.837465375,5.927360749,5.238720013,4.630358078,4.392580999,4.135692198,4.15061116,3.971283611,3.329087165,3.295756829,3.027813522,3.306001458,2.495621832,2.684116173,2.713408263,2.385873336,2.507475744,2.515667139,2.45537905,2.457258497
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Solomon Islands,SLB,46.97434027,49.02992975,48.21740214,47.71400778,44.65607834,41.12456928,41.62342846,37.50115945,35.92681491,34.67779979,24.0140333,30.98258081,39.92300446,37.65155653,34.45556864,35.6536254,44.34413367,41.21920987,38.94106253,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Somalia,SOM,,,,,,,,,,,,,,,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,South Africa,ZAF,4.556585647,3.800253638,4.166389603,4.601190015,3.860666569,4.194740453,4.008502012,3.768703469,3.543098869,3.274923749,3.510824368,4.150523085,3.431935247,3.107980482,2.66953686,2.884338356,3.368429275,3.221473083,3.040202162,2.478327176
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,South Asia,SAS,29.17851849,28.60657618,28.09339084,27.7718666,26.29723018,26.81766156,25.98469853,25.91162406,25.06140527,23.68691995,23.25306801,21.33026597,21.23504047,19.66361603,19.30337258,18.6648421,18.62702636,18.22837387,18.29912417,18.27989072
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Spain,ESP,5.192635164,4.58850686,4.84620941,4.815585447,4.503003538,5.092506567,5.014923692,4.862562943,4.469837642,4.386251356,4.26088745,4.017838927,3.960776882,3.617962227,3.201456293,2.791562002,2.875400374,2.65739877,2.667169512,2.710297091
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Sri Lanka,LKA,26.75082066,25.8605322,24.6433458,23.76648176,23.01049482,22.43143746,21.87065291,21.10613153,20.66882471,19.89995192,20.05382111,14.27932253,13.23052037,12.54380414,11.81947682,11.33628023,11.68316433,13.37919773,12.69197393,12.79226795
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,St. Kitts and Nevis,KNA,6.707411746,6.96709161,6.816402708,5.78311365,5.342774094,5.176135861,5.540179358,4.165475713,3.302567061,2.061905913,2.320164388,2.395544646,2.394843715,2.383806484,2.253995793,1.71615568,1.539826721,1.653319447,1.53343611,1.723226274
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,St. Lucia,LCA,13.12789452,13.38573214,10.87309023,9.816060613,10.18937607,8.906850985,6.814409366,8.249363902,7.260935666,7.014509136,5.739449197,5.942675696,5.499573526,4.89416816,3.750258169,3.870264115,3.425075985,4.50462646,4.231800609,3.239188138
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,St. Vincent and the Grenadines,VCT,18.59021936,19.36882512,14.86905936,11.11975507,14.07886017,12.5472408,10.11566306,10.80685676,10.48857851,8.544122459,7.237160533,7.34267625,6.404256145,6.002072813,6.282905865,6.150472,6.295051034,6.662782444,7.277247758,6.878529434
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Sub-Saharan Africa (all income levels),SSF,19.10320345,18.47567836,18.67642264,18.20806121,17.98978528,18.09177759,18.10588163,17.69047408,17.06786814,16.19702619,16.43836641,19.59548985,18.60430367,17.04771284,16.52401046,15.96853009,15.74831,12.99126196,13.50569838,11.1649746
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Sub-Saharan Africa (developing only),SSA,19.05766874,18.43789173,18.64176571,18.17185017,17.95092557,18.07047779,18.09983872,17.6858457,17.07275947,16.20440717,16.44904577,19.60916419,18.61785296,17.0612034,16.53849362,15.98237894,15.76215077,13.00488661,13.51856356,11.1649746
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Sudan,SDN,41.77936693,40.2693186,41.37502928,35.73142144,38.67450403,43.76211224,46.80178083,46.34830809,45.22697225,41.70707354,42.81543377,42.08515989,38.7643222,35.23349101,31.98474506,30.06069686,28.12599069,26.24972855,29.6900549,23.62894146
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Suriname,SUR,8.898400541,11.26643368,19.19107392,17.00720459,14.87544342,16.38966131,12.60313829,9.634955072,9.755834389,11.16406799,11.55350933,7.435394233,7.225143939,5.790630852,5.419383854,11.02930128,11.26399568,9.80522355,11.35113104,10.91171431
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Swaziland,SWZ,11.44563771,8.989804878,10.19160054,13.38736507,12.01311979,14.22359385,12.99060507,13.17838386,13.40284505,12.20090462,10.46754808,10.29951582,9.351780752,8.894907909,8.794712826,7.83497299,7.970969272,7.88708649,8.647677142,7.970969272
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Sweden,SWE,3.340790185,3.062547388,2.941551396,3.001692879,3.020533989,2.693092411,2.608287531,2.448348747,2.277252497,2.064239898,2.072269771,1.999010988,1.972829361,1.945532957,1.236397175,1.459497632,1.714620464,1.773439863,1.757839811,1.833781323
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Switzerland,CHE,2.690444541,2.501269409,2.286121066,2.114019157,2.054909568,1.85057202,1.775102947,1.724107308,1.578679527,1.607667743,1.406931264,1.393896781,1.31147896,1.397120432,1.267600641,1.198800505,1.209249528,1.256498297,1.186284692,1.124921013
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Syrian Arab Republic,SYR,32.84003134,34.43728541,32.18284783,31.10085972,31.57512878,29.94585922,27.8801927,30.6050301,25.18055991,23.75023709,27.04020942,26.83239329,25.70256647,21.79926865,19.48961261,19.2248067,17.9391583,16.99767609,22.93219163,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Tajikistan,TJK,36.61777291,27.40315638,23.28766328,23.96493502,38.43110896,38.98366917,35.40138691,27.1654788,27.38436098,27.42246936,26.15768123,24.66404864,27.10732634,21.6044211,23.97520072,24.79197438,22.43210923,24.7100439,22.42072326,21.34009623
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Tanzania,TZA,48.13968975,47.99689636,48.1084265,44.98055591,47.14437784,48.03031606,46.79939742,33.76268592,34.1277112,33.48265835,32.86714119,32.45784134,32.52526417,33.3277215,31.75921358,30.40878228,29.96573466,29.71249828,28.79202556,28.05761485
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Thailand,THA,12.6498266,12.29733575,8.658570961,9.088261566,9.505705883,9.501520234,9.44882478,10.77688838,9.391839512,9.023141829,9.134212863,9.434795124,10.40756458,10.30604012,10.26510621,10.76635523,10.67570638,11.56045295,11.46469229,12.38821549
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Timor-Leste,TMP,,,,,,,,,43.16919659,25.77482606,,,,,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Togo,TGO,32.82417094,35.26324641,44.143647,34.92287991,37.76285037,40.8371031,42.19238596,34.96374082,36.93322318,35.14112169,37.71936035,38.19171068,35.79569812,36.23331062,39.40855815,35.8837052,35.82352891,40.70809912,42.69750709,42.8280091
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Tonga,TON,36.84697699,38.15791132,40.80194714,25.32204737,22.73886556,23.85858672,23.92690661,24.86258531,25.8260711,22.8280015,21.19128358,21.66895242,23.16226106,24.10385713,22.02593798,19.65459102,20.88817992,19.26708474,19.7575071,20.34451008
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Trinidad and Tobago,TTO,2.570672721,2.600375377,2.601220551,2.322058028,2.415303062,2.173775577,2.269999667,2.181492078,2.027936414,1.412957799,1.33924179,1.460777785,0.986730475,0.951403147,0.489536693,0.571028947,0.372330776,0.369359129,0.592141676,0.573225095
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Tunisia,TUN,19.10520066,18.6047099,16.96971604,14.44627113,13.03850604,15.69321817,12.60625031,11.96617336,11.98545104,11.33388235,10.67899119,9.32603728,10.38113979,11.00942643,10.12734687,10.15396534,9.406179401,8.544771651,8.929372667,8.005144006
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Turkey,TUR,15.80402654,15.56318072,16.07486623,16.02579693,16.28944767,17.39455624,14.96561964,13.58250668,11.53797521,11.31228838,9.948399257,11.70773815,11.39152511,10.91919577,10.79623017,9.524254811,8.676405808,8.607625058,9.347573031,9.599536299
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Turkmenistan,TKM,32.31292517,10.61105013,19.44444444,34.00954654,17.17861206,13.3311546,21.5786594,26.17454654,26.18934973,24.36762575,24.35657464,22.0130172,20.292289,19.44073803,18.80724562,17.44215358,12.3,12,12,12
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Uganda,UGA,52.82168297,51.12051916,51.54009804,49.9232941,49.39077445,45.14211767,41.98402345,42.07154065,38.45645113,29.38455705,29.69154468,24.90403166,26.14874394,22.91541417,26.70464208,25.59061497,23.62934773,22.73712859,24.68183083,24.24898299
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Ukraine,UKR,22.78138244,20.35643892,21.66971979,16.24320453,15.40075658,13.82873947,14.41400323,14.23627081,14.2811045,17.08280767,16.37209818,14.6217084,12.09697898,11.92764003,10.39983538,8.680658816,7.46048326,7.904622314,8.256066372,8.169961014
